Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act6,Task arrival date_last_act6
2023-09-21 09:04:04.980,2023-09-21 09:04:05.450,2023-09-21 09:47:47.197,2023-09-21 09:57:39.340,2023-09-21 22:32:37.493,100,102,102,102,103,794,4960,4731,4322,10606,794,4960,4731,4322,10606,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,273,278,0,0,0,12,10,0,0,0,12,10,1,2,3,4,5,0,0,0,0,0,5,21,21,21,11,2,0,1,0,1,45,46,52,57,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,3,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2023-09-22 09:20:56.113
2023-09-21 12:53:40.313,2023-09-21 12:53:40.970,2023-09-21 13:07:38.893,2023-09-21 13:12:25.870,2023-09-21 13:32:23.260,100,102,101,102,101,1853,4731,1853,4960,1853,1853,4731,1853,4960,1853,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,4,1,4,0,4,27,52,27,46,27,Non applicable,300,Non applicable,331,Non applicable,0,5,3,2,2,5,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,102,2023-09-21 14:18:11.940
2023-09-21 14:15:39.567,2023-09-21 14:15:40.443,2023-09-21 14:29:54.587,2023-09-21 15:02:17.027,2023-10-26 16:49:51.267,100,102,103,104,102,1630,4731,10606,1630,3959,1630,4731,10606,1630,3959,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,273,300,279,290,0,0,0,841,0,0,0,0,0,0,1,2,3,4,5,0,0,0,34,0,1,21,11,1,21,0,1,1,0,1,28,52,49,28,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,3,2,0,9,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2,0,2,0,0,0,0,102,2023-10-26 16:56:49.427
2023-09-22 14:02:43.203,2023-09-22 14:02:45.487,2023-09-22 14:16:11.457,2023-09-22 15:56:58.330,2023-09-22 16:26:38.860,100,102,102,101,102,Robot,4731,4322,10654,4731,Non identifiable,4731,4322,10654,4731,Initial Request,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,271,272,290,0,0,1,0,0,0,0,1,0,0,1,2,3,4,5,0,0,0,0,0,0,21,21,5,21,0,1,0,1,1,0,52,57,49,52,Non applicable,Non applicable,300,Non applicable,Non applicable,3,4,1,4,1,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-09-22 16:31:16.507
2023-09-26 14:31:56.763,2023-09-26 14:31:57.240,2023-09-26 15:23:39.393,2023-09-26 15:25:50.993,2023-09-26 15:30:25.170,100,102,101,102,101,1234,4960,1234,4960,1234,1234,4960,1234,4960,1234,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,1,0,1,0,1,37,46,37,46,37,Non applicable,300,Non applicable,300,Non applicable,3,5,3,2,2,6,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,102,2023-09-26 15:52:23.663
2023-09-27 15:12:07.517,2023-09-27 15:12:08.087,2023-09-27 15:18:52.663,2023-09-27 15:33:05.240,2023-09-27 15:53:33.627,100,102,101,102,103,2353,4731,2353,4731,10606,2353,4731,2353,4731,10606,Initial Request,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,273,278,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,22,21,22,21,11,1,1,1,1,1,24,52,24,52,49,Non applicable,300,Non applicable,Non applicable,Non applicable,1,5,3,2,1,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,102,2023-09-27 15:59:49.143
2023-09-29 14:48:05.130,2023-09-29 14:48:05.520,2023-09-29 14:56:19.293,2023-09-29 15:15:14.713,2023-09-29 15:22:14.710,100,102,102,102,102,8445,4960,3959,3959,3959,8445,4960,3959,3959,3959,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,1,0,0,0,0,1,1,2,3,4,5,0,0,0,0,0,5,21,21,21,21,1,0,1,1,1,56,46,55,55,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,1,4,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-09-29 17:11:09.183
2023-10-02 09:53:12.213,2023-10-02 09:53:12.753,2023-10-02 11:19:22.950,2023-10-03 18:00:47.723,2023-10-04 08:26:30.017,100,102,101,102,101,11155,4960,11155,4960,11155,11155,4960,11155,4960,11155,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,1,30,14,0,0,1,30,14,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,7,0,7,0,7,52,46,52,46,52,Non applicable,183,Non applicable,183,Non applicable,3,5,3,2,2,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,102,2023-10-04 08:54:05.770
2023-10-02 14:18:37.827,2023-10-02 14:18:38.240,2023-10-02 15:22:10.733,2023-10-02 15:31:05.150,2023-10-03 09:20:11.677,100,102,102,102,104,11224,4731,4731,4731,11224,11224,4731,4731,4731,11224,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,275,279,0,1,0,17,5095,0,0,0,0,0,1,2,3,4,5,0,0,0,0,212,1,21,21,21,1,1,1,1,1,1,50,52,52,52,50,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,2,3,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,0,0,1,0,0,2,1,0,102,2024-05-02 16:58:30.903
2023-10-02 17:28:12.417,2023-10-02 17:28:12.717,2023-10-02 22:20:48.810,2023-10-02 22:32:15.627,2023-10-03 14:29:51.320,100,102,103,104,107,7730,4322,10606,7730,7730,7730,4322,10606,7730,7730,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,4,0,15,0,0,4,0,10,0,1,2,3,4,5,0,0,0,0,0,5,21,11,5,5,2,0,1,2,2,59,57,49,59,59,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,4,1,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,102,2023-10-03 14:45:27.470
2023-10-03 09:50:34.890,2023-10-03 09:50:35.570,2023-10-03 10:29:32.720,2023-10-03 11:19:37.773,2023-10-03 11:37:16.267,100,102,102,104,107,9091,3959,4960,9091,9091,9091,3959,4960,9091,9091,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Task executed with success,Non identifiable,270,290,275,282,278,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,6,21,21,6,6,4,1,0,4,4,55,55,46,55,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,3,2,0,7,1,1,1,1,1,1,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,102,2023-10-03 11:38:23.850
2023-10-03 10:06:19.450,2023-10-03 10:06:19.717,2023-10-03 10:18:44.513,2023-10-03 10:29:06.670,2023-10-03 10:32:17.907,100,102,102,102,102,2121,3959,3959,3959,4960,2121,3959,3959,3959,4960,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,1,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,21,21,21,1,1,1,1,0,23,55,55,55,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,1,4,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-10-03 11:33:00.850
2023-10-03 14:43:50.783,2023-10-03 14:43:51.270,2023-10-03 14:49:24.910,2023-10-03 15:14:30.113,2023-10-03 15:18:38.033,100,102,101,102,101,7179,4960,7179,4960,7179,7179,4960,7179,4960,7179,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,0,0,0,1,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,6,21,6,21,6,4,0,4,0,4,60,46,60,46,60,Non applicable,183,Non applicable,183,Non applicable,1,2,3,2,2,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,102,2023-10-03 16:58:12.853
2023-10-06 12:44:05.807,2023-10-06 12:44:06.703,2023-10-06 14:25:23.757,2023-10-06 17:19:54.313,2023-10-06 17:29:02.560,100,102,101,102,101,10473,4960,10473,4960,10473,10473,4960,10473,4960,10473,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,1,2,0,0,0,1,2,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,4,0,4,0,4,50,46,50,46,50,Non applicable,300,Non applicable,300,Non applicable,1,5,3,2,2,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,102,2023-10-06 17:44:10.180
2023-10-06 16:11:15.593,2023-10-06 16:11:15.887,2023-10-06 16:32:20.193,2023-10-07 10:45:01.760,2023-10-07 10:47:42.737,100,102,102,103,104,2109,4731,10606,10606,2109,2109,4731,10606,10606,2109,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,273,300,279,0,0,18,0,557,0,0,18,0,557,1,2,3,4,5,0,0,0,0,21,4,21,11,11,4,0,1,1,1,0,27,52,49,49,27,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,4,1,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,102,2023-10-30 16:37:34.800
2023-10-09 09:52:47.343,2023-10-09 09:52:47.660,2023-10-09 15:10:32.047,2023-10-09 15:13:38.673,2023-10-10 11:55:52.103,100,102,104,102,102,1853,4731,1853,4731,4322,1853,4731,1853,4731,4322,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,275,279,290,290,0,5,0,20,0,0,4,0,20,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,21,4,1,4,1,0,27,52,27,52,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,2,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,102,2023-10-10 11:59:55.480
2023-10-13 08:10:41.297,2023-10-13 08:10:41.600,2023-10-13 11:10:17.840,2023-10-17 13:08:07.003,2023-10-17 14:25:30.987,100,102,102,101,102,8484,4960,4960,8484,4322,8484,4960,4960,8484,4322,Initial Request,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,271,272,290,0,2,97,1,0,0,2,0,1,0,1,2,3,4,5,0,0,3,0,0,4,21,21,4,21,1,0,0,1,0,56,46,46,56,57,Non applicable,Non applicable,300,Non applicable,Non applicable,3,3,2,3,1,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,102,2023-10-17 14:30:54.807
2023-10-13 09:17:55.410,2023-10-13 09:17:56.933,2023-10-13 12:05:30.143,2023-10-13 12:20:20.600,2023-10-13 13:00:47.840,100,102,101,102,102,706,4960,706,4731,4960,706,4960,706,4731,4960,Initial Request,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,271,272,290,290,0,2,0,0,0,0,2,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,21,1,0,1,1,0,47,46,47,52,46,Non applicable,183,Non applicable,Non applicable,Non applicable,3,5,2,3,1,6,1,1,1,1,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,102,2023-10-13 13:13:50.267
2023-10-16 11:59:42.377,2023-10-16 11:59:42.713,2023-10-16 13:22:08.163,2023-10-16 14:37:10.110,2023-10-16 14:58:21.530,100,102,102,103,104,706,4960,4960,10606,706,706,4960,4960,10606,706,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,273,300,279,0,1,1,0,1,0,1,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,21,11,5,1,0,0,1,1,47,46,46,49,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,3,2,0,9,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,2,0,1,102,2023-10-16 16:19:36.017
2023-10-16 12:02:07.010,2023-10-16 12:02:07.357,2023-10-16 13:35:24.317,2023-10-17 13:11:05.740,2023-10-17 13:18:25.097,100,102,104,104,107,638,4960,638,638,638,638,4960,638,638,638,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Task returned to team,Task executed with success,Non identifiable,270,275,290,282,278,0,1,23,0,0,0,1,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,5,5,3,0,3,3,3,38,46,38,38,38,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,1,4,1,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2023-10-17 13:30:23.683
2023-10-16 14:09:12.703,2023-10-16 14:09:13.607,2023-10-16 14:48:50.550,2023-10-16 15:37:16.430,2023-10-16 15:41:35.600,100,102,101,101,102,10744,4960,10744,10744,4731,10744,4960,10744,10744,4731,Initial Request,Execution,Requester response to rejection,Requester response to rejection,Execution,Submit initial request,Non identifiable,Task returned to team,Non identifiable,Task returned to team,270,271,290,272,290,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,5,21,3,0,3,3,1,50,46,50,50,52,Non applicable,183,Non applicable,Non applicable,Non applicable,0,5,3,2,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,102,2023-10-16 15:51:58.153
2023-10-16 15:31:38.563,2023-10-16 15:31:39.357,2023-10-16 17:21:21.703,2023-10-16 21:55:49.437,2023-10-17 10:59:45.627,100,102,102,104,102,464,4960,4322,464,3959,464,4960,4322,464,3959,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,275,279,290,0,1,4,13,0,0,1,4,12,0,1,2,3,4,5,0,0,0,0,0,5,21,21,5,21,1,0,0,1,1,43,46,57,43,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,2,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2023-10-17 11:30:39.217
2023-10-17 09:16:08.130,2023-10-17 09:16:08.430,2023-10-17 11:07:19.530,2023-10-17 11:11:25.567,2023-10-17 11:21:12.320,100,102,101,102,101,2285,4731,2285,4960,2285,2285,4731,2285,4960,2285,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,1,0,0,0,0,1,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,4,21,4,1,1,1,0,1,25,52,25,46,25,Non applicable,300,Non applicable,300,Non applicable,1,2,3,2,2,6,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,102,2023-10-17 11:54:09.340
2023-10-18 10:43:21.957,2023-10-18 10:43:22.313,2023-10-18 10:48:18.270,2023-10-18 11:11:39.777,2023-10-18 15:30:21.693,100,102,102,102,104,10653,10606,4731,4731,10653,10653,10606,4731,4731,10653,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,275,279,0,0,0,4,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,11,21,21,5,2,1,1,1,2,47,49,52,52,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,3,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,102,2023-10-18 16:26:18.643
2023-10-19 13:16:35.910,2023-10-19 13:16:36.170,2023-10-19 13:49:46.803,2023-10-19 13:50:04.980,2023-10-19 14:00:59.597,100,102,102,102,102,10303,4960,4960,10606,10606,10303,4960,4960,10606,10606,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,1,0,0,0,0,1,1,2,3,4,5,0,0,0,0,0,5,21,21,11,11,2,0,0,1,1,54,46,46,49,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2023-10-19 15:06:36.377
2023-10-20 11:47:24.637,2023-10-20 11:47:24.890,2023-10-20 11:53:46.663,2023-10-20 12:05:56.520,2023-10-20 12:07:34.270,100,102,104,102,101,9757,4731,9757,4731,9757,9757,4731,9757,4731,9757,Initial Request,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,271,272,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,4,21,4,0,1,0,1,0,53,52,53,52,53,Non applicable,Non applicable,Non applicable,300,Non applicable,3,5,3,2,1,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-10-20 12:19:21.707
2023-10-20 16:53:20.447,2023-10-20 16:53:20.903,2023-10-20 17:08:58.070,2023-10-20 17:20:41.440,2023-10-20 17:41:17.570,100,102,102,101,102,706,10606,4731,706,10606,706,10606,4731,706,10606,Initial Request,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,271,272,290,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,11,21,5,11,1,1,1,1,1,47,49,52,47,49,Non applicable,Non applicable,300,Non applicable,Non applicable,1,5,4,1,1,9,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,0,1,1,0,0,2,0,1,102,2023-10-20 17:58:26.243
2023-10-23 10:21:10.163,2023-10-23 10:21:10.423,2023-10-23 10:42:54.487,2023-10-23 12:58:49.263,2023-10-23 15:06:13.773,100,102,102,104,107,10392,4731,4322,10392,10392,10392,4731,4322,10392,10392,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Task executed with success,Non identifiable,270,290,275,282,278,0,0,2,2,0,0,0,0,1,0,1,2,3,4,5,0,0,0,0,0,5,21,21,5,5,7,1,0,7,7,50,52,57,50,50,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,2,0,6,1,1,1,1,1,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,102,2023-10-23 15:07:14.030
2023-10-23 10:44:13.520,2023-10-23 10:44:13.920,2023-10-23 10:50:16.197,2023-10-23 10:53:30.797,2023-10-23 10:55:13.910,100,102,102,102,102,1073,4731,4960,4960,3959,1073,4731,4960,4960,3959,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,21,21,21,2,1,0,0,1,40,52,46,46,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,1,4,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,102,2023-10-23 11:35:35.787
2023-10-23 11:29:34.830,2023-10-23 11:29:35.190,2023-10-23 11:32:30.403,2023-10-23 11:35:23.210,2023-10-23 11:36:44.560,100,102,102,102,102,10644,4960,4731,3959,8548,10644,4960,4731,3959,8548,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,1,0,0,0,0,1,1,2,3,4,5,0,0,0,0,0,6,21,21,21,32,1,0,1,1,1,51,46,52,55,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,2,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2023-10-23 13:24:59.717
2023-10-23 12:01:26.927,2023-10-23 12:01:27.240,2023-10-23 12:05:06.440,2023-10-23 12:13:43.793,2023-10-23 12:16:43.990,100,102,101,102,102,76,4960,76,3959,4731,76,4960,76,3959,4731,Initial Request,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,271,272,290,290,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,4,21,21,2,0,2,1,1,60,46,60,55,52,Non applicable,300,Non applicable,Non applicable,Non applicable,1,3,2,3,1,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-10-23 12:21:14.397
2023-10-23 14:10:25.787,2023-10-23 14:10:26.037,2023-10-23 14:12:47.443,2023-10-23 14:13:42.593,2023-10-23 14:19:17.513,100,102,102,102,102,9771,4960,4731,4731,3959,9771,4960,4731,4731,3959,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,21,21,21,1,0,1,1,1,55,46,52,52,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,1,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2023-10-23 14:27:47.170
2023-10-23 15:37:45.797,2023-10-23 15:37:46.203,2023-10-23 15:53:05.410,2023-10-23 15:55:06.747,2023-10-23 16:04:44.873,100,102,102,102,102,367,4960,4731,10606,8548,367,4960,4731,10606,8548,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,0,0,0,0,16,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,21,11,32,4,0,1,1,1,47,46,52,49,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,3,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,102,2023-10-24 08:48:03.010
2023-10-24 09:45:26.400,2023-10-24 09:45:26.733,2023-10-24 09:47:35.637,2023-10-24 10:02:11.733,2023-10-24 10:14:35.953,100,102,102,102,101,7579,10606,4960,4322,7579,7579,10606,4960,4322,7579,Initial Request,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,271,272,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,11,21,21,5,0,1,0,0,0,57,49,46,57,57,Non applicable,Non applicable,Non applicable,300,Non applicable,3,3,3,2,1,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2023-10-24 10:22:46.750
2023-10-24 11:44:45.330,2023-10-24 11:44:46.100,2023-10-24 11:48:12.687,2023-10-24 11:54:08.697,2023-10-24 11:58:27.010,100,102,104,102,104,10473,4731,10473,4960,10473,10473,4731,10473,4960,10473,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,275,279,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,4,1,4,0,4,50,52,50,46,50,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,3,2,0,7,1,1,1,1,1,1,0,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,102,2023-10-24 12:17:45.967
2023-10-24 11:57:09.777,2023-10-24 11:57:11.537,2023-10-24 11:58:57.610,2023-10-24 12:02:15.300,2023-10-24 14:34:43.620,100,102,102,101,102,1472,10606,4960,1472,3959,1472,10606,4960,1472,3959,Initial Request,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,271,272,290,0,0,0,2,0,0,0,0,2,0,1,2,3,4,5,0,0,0,0,0,5,11,21,5,21,2,1,0,2,1,33,49,46,33,55,Non applicable,Non applicable,183,Non applicable,Non applicable,0,3,3,2,1,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,102,2023-10-24 14:35:53.623
