Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act7,Task arrival date_last_act7
2023-11-28 16:29:12.510,2023-11-28 16:29:12.780,2023-11-28 16:33:17.500,2023-11-28 17:18:06.620,2023-11-28 17:35:25.810,2023-11-28 17:43:38.220,100,105,106,105,101,101,11227,9083,8548,9083,11227,11227,11227,9083,8548,9083,11227,11227,Initial Request,Execution,Execution,Execution,Requester response to rejection,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Non identifiable,270,273,273,271,290,272,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,6,59,32,59,6,6,3,5,1,5,3,3,52,52,58,52,52,52,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,0,3,6,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,105,2023-11-28 17:45:39.553
2023-11-28 17:08:18.840,2023-11-28 17:08:19.080,2023-11-28 17:10:55.610,2023-11-28 17:20:08.190,2023-11-29 10:41:38.370,2023-11-29 10:51:39.443,100,102,102,102,104,102,9512,3959,3959,10606,9512,8548,9512,3959,3959,10606,9512,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,290,275,279,290,0,0,0,17,0,0,0,0,0,5,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,11,5,32,2,1,1,1,2,1,54,55,55,49,54,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,2,0,9,1,1,1,1,1,1,0,1,1,1,0,1,0,2,1,1,0,0,0,1,2,0,0,102,2023-11-29 10:52:44.783
2023-11-29 09:42:58.210,2023-11-29 09:42:58.467,2023-11-29 09:57:53.820,2023-11-29 10:04:38.997,2023-11-29 17:24:25.903,2023-11-29 17:34:19.770,100,102,102,101,102,102,2409,8548,4960,2409,11193,10606,2409,8548,4960,2409,11193,10606,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,271,272,290,290,0,0,0,7,0,0,0,0,0,7,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,32,21,4,32,11,1,1,0,1,1,1,23,58,46,23,49,49,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,3,3,5,1,1,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-11-29 17:55:04.310
2023-11-29 13:14:30.820,2023-11-29 13:14:31.063,2023-11-29 13:29:02.990,2023-11-29 13:29:35.147,2023-11-29 13:46:44.127,2023-11-29 14:01:17.700,100,102,102,102,102,102,1760,3959,3959,4960,4960,10606,1760,3959,3959,4960,4960,10606,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,21,21,21,21,11,1,1,1,0,0,1,30,55,55,46,46,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-11-29 14:30:56.603
2023-11-30 10:21:24.440,2023-11-30 10:21:24.750,2023-11-30 10:28:08.430,2023-11-30 10:41:58.167,2023-11-30 10:49:47.640,2023-11-30 11:22:46.197,100,102,102,103,104,107,10863,4731,4731,10606,10128,10863,10863,4731,4731,10606,10128,10863,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,21,21,11,3,4,0,1,1,1,1,0,49,52,52,49,53,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,4,2,0,7,1,1,1,1,1,1,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,102,2023-11-30 11:33:40.303
2023-11-30 14:44:17.813,2023-11-30 14:44:18.330,2023-11-30 15:01:59.403,2023-11-30 16:18:59.037,2023-11-30 17:38:44.297,2023-11-30 17:39:58.007,100,102,103,104,107,102,9504,8548,10606,9504,9504,8548,9504,8548,10606,9504,9504,8548,Initial Request,Execution,Execution,Execution,Final task,Execution,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,Task returned to team,270,273,300,282,278,290,0,0,1,1,0,0,0,0,1,1,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,11,5,5,32,1,1,1,1,1,1,53,58,49,53,53,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,6,0,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,2,0,1,102,2023-11-30 17:40:31.133
2023-11-30 16:55:39.643,2023-11-30 16:55:39.927,2023-11-30 16:57:58.433,2023-11-30 17:06:03.680,2023-11-30 17:13:59.117,2023-11-30 17:18:47.717,100,102,102,102,103,104,9512,8548,10606,4960,10606,9512,9512,8548,10606,4960,10606,9512,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,290,273,300,279,0,0,0,0,0,288,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,8,5,32,11,21,11,5,2,1,1,0,1,2,54,58,49,46,49,54,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,5,1,0,8,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,2,0,0,0,0,2,0,0,102,2023-12-12 18:06:13.800
2023-12-04 17:09:25.090,2023-12-04 17:09:25.370,2023-12-04 17:10:01.217,2023-12-05 08:09:09.817,2023-12-05 11:19:55.113,2023-12-07 14:38:18.340,100,102,102,101,102,102,868,8548,4731,868,4731,4322,868,8548,4731,868,4731,4322,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,271,272,290,290,0,0,14,3,51,50,0,0,14,3,21,50,1,2,3,4,5,6,0,0,0,0,1,3,3,32,21,3,21,21,1,1,1,1,1,0,42,58,52,42,52,57,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,1,3,3,3,1,9,1,1,1,1,1,1,0,0,1,1,1,1,0,2,1,1,1,0,2,0,0,0,0,102,2023-12-09 17:01:20.040
2023-12-06 14:45:29.960,2023-12-06 14:45:30.387,2023-12-06 14:56:29.310,2023-12-06 15:07:49.410,2023-12-06 15:26:55.883,2023-12-07 15:55:34.913,100,102,102,102,102,102,10731,4731,8548,10606,4731,10606,10731,4731,8548,10606,4731,10606,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,24,21,0,0,0,0,24,21,1,2,3,4,5,6,0,0,0,0,0,1,5,21,32,11,21,11,0,1,1,1,1,1,50,52,58,49,52,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,4,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-12-08 13:55:07.620
2023-12-06 16:18:56.670,2023-12-06 16:18:57.570,2023-12-06 16:24:08.763,2023-12-06 16:55:52.033,2023-12-06 17:17:20.077,2023-12-06 17:22:56.247,100,102,102,104,102,101,185,8548,4960,185,8548,185,185,8548,4960,185,8548,185,Initial Request,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,275,279,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,32,21,4,32,4,3,1,0,3,1,3,49,58,46,49,58,49,Non applicable,Non applicable,Non applicable,Non applicable,183,Non applicable,3,4,5,1,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-12-06 17:26:28.970
2023-12-06 17:30:40.293,2023-12-06 17:30:40.640,2023-12-06 17:31:36.733,2023-12-06 22:57:46.010,2023-12-07 09:07:57.813,2023-12-07 09:22:44.120,100,102,102,102,101,102,1934,8548,10606,4731,1934,8548,1934,8548,10606,4731,1934,8548,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,290,271,272,290,0,0,5,10,0,0,0,0,5,10,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,32,11,21,4,32,2,1,1,1,2,1,29,58,49,52,29,58,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,0,4,5,1,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,102,2023-12-07 09:50:55.180
2023-12-07 09:32:11.210,2023-12-07 09:32:11.517,2023-12-07 09:51:29.437,2023-12-07 10:11:35.753,2023-12-07 10:20:56.987,2023-12-07 16:55:17.027,100,102,102,102,102,102,893,8548,10606,4731,4731,4322,893,8548,10606,4731,4731,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,6,21,0,0,0,0,6,21,1,2,3,4,5,6,0,0,0,0,0,0,5,32,11,21,21,21,6,1,1,1,1,0,42,58,49,52,52,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,3,3,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,102,2023-12-08 14:26:03.913
2023-12-11 17:36:10.113,2023-12-11 17:36:10.537,2023-12-11 23:12:11.370,2023-12-12 09:22:20.840,2023-12-12 14:11:48.190,2023-12-15 09:15:51.150,100,102,102,103,104,107,9504,10606,4960,10606,9504,9504,9504,10606,4960,10606,9504,9504,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,5,10,4,67,0,0,5,9,4,27,0,1,2,3,4,5,6,0,0,0,0,1,0,5,11,21,11,5,5,1,1,0,1,1,1,53,49,46,49,53,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,5,1,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,2,0,2,102,2023-12-15 09:19:41.270
2023-12-12 09:26:16.200,2023-12-12 09:26:16.513,2023-12-12 10:02:38.840,2023-12-12 10:27:39.940,2023-12-12 10:29:49.277,2023-12-12 10:33:23.050,100,102,102,102,102,102,9973,8548,4731,4960,4731,4731,9973,8548,4731,4960,4731,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,2,0,0,0,0,0,2,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,21,21,4,1,1,0,1,1,51,58,52,46,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,2,4,0,9,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,1,0,1,2,0,0,0,1,102,2023-12-12 12:34:59.737
2023-12-12 09:58:20.237,2023-12-12 09:58:20.503,2023-12-12 10:27:01.333,2023-12-12 11:22:58.090,2023-12-14 18:57:44.487,2023-12-15 11:32:17.210,100,102,102,102,104,107,10260,8548,4960,4322,10260,10260,10260,8548,4960,4322,10260,10260,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Task executed with success,Non identifiable,270,290,290,275,282,278,0,0,0,55,16,0,0,0,0,53,16,0,1,2,3,4,5,6,0,0,0,2,0,0,5,32,21,21,5,5,2,1,0,0,2,2,50,58,46,57,50,50,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,2,0,7,1,1,1,1,1,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,102,2023-12-15 11:33:25.507
2023-12-12 16:44:28.673,2023-12-12 16:44:28.980,2023-12-12 16:45:04.837,2023-12-12 16:51:36.860,2023-12-12 17:10:26.953,2023-12-12 17:12:10.790,100,102,102,102,102,102,9729,8548,3959,4960,4731,4731,9729,8548,3959,4960,4731,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,16,0,0,0,0,0,16,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,21,21,0,1,1,0,1,1,49,58,55,46,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,2,4,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,102,2023-12-13 10:05:07.523
2023-12-12 16:52:58.470,2023-12-12 16:52:58.750,2023-12-12 16:53:39.477,2023-12-12 17:21:40.353,2023-12-12 17:37:09.747,2023-12-12 17:49:25.597,100,102,102,101,102,102,10104,8548,4960,10104,3959,4731,10104,8548,4960,10104,3959,4731,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,271,272,290,290,0,0,0,0,0,16,0,0,0,0,0,16,1,2,3,4,5,6,0,0,0,0,0,0,12,32,21,12,21,21,4,1,0,4,1,1,52,58,46,52,55,52,Non applicable,Non applicable,331,Non applicable,Non applicable,Non applicable,1,5,3,3,1,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,102,2023-12-13 09:59:55.983
2023-12-13 10:17:50.640,2023-12-13 10:17:50.977,2023-12-13 10:35:35.377,2023-12-13 11:27:09.913,2023-12-13 13:35:01.933,2023-12-13 14:14:59.950,100,102,102,103,104,107,1537,8548,4731,10606,1537,1537,1537,8548,4731,10606,1537,1537,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,0,0,2,0,0,0,0,0,2,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,11,5,5,5,1,1,1,5,5,34,58,52,49,34,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,5,1,0,7,1,1,1,1,1,1,0,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,102,2023-12-13 14:16:34.477
2023-12-13 16:08:26.003,2023-12-13 16:08:26.303,2023-12-13 16:09:16.550,2023-12-13 16:12:59.223,2023-12-13 16:26:50.300,2023-12-13 16:40:17.460,100,102,102,102,102,102,2442,8548,3959,4731,4960,4731,2442,8548,3959,4731,4960,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,16,0,0,0,0,0,16,1,2,3,4,5,6,0,0,0,0,0,0,22,32,21,21,21,21,1,1,1,1,0,1,28,58,55,52,46,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,2,4,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,102,2023-12-14 08:50:00.450
2023-12-15 13:32:24.480,2023-12-15 13:32:24.757,2023-12-15 13:58:42.610,2023-12-15 14:48:54.887,2023-12-15 14:50:44.270,2023-12-15 14:56:39.037,100,102,101,102,102,102,10620,4960,10620,8548,4960,3959,10620,4960,10620,8548,4960,3959,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,271,272,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,32,21,21,5,0,5,1,0,1,50,46,50,58,46,55,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,3,3,3,3,1,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2023-12-15 15:03:47.240
2023-12-15 14:35:52.677,2023-12-15 14:35:52.960,2023-12-15 14:42:58.730,2023-12-15 14:44:46.617,2023-12-15 14:51:06.697,2023-12-15 14:56:11.343,100,102,102,102,102,102,165,6266,8548,4960,10606,4960,165,6266,8548,4960,10606,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,21,32,21,11,21,1,1,1,0,1,0,48,34,58,46,49,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,3,3,3,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,102,2023-12-15 14:57:15.607
2023-12-18 12:11:10.540,2023-12-18 12:11:10.780,2023-12-18 13:29:35.410,2023-12-18 13:34:43.503,2023-12-18 14:42:02.707,2023-12-18 14:43:55.430,100,102,102,101,102,101,7941,8548,4960,7941,11193,7941,7941,8548,4960,7941,11193,7941,Initial Request,Execution,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,271,272,271,272,0,1,0,1,0,0,0,0,0,1,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,5,32,5,1,1,0,1,1,1,58,58,46,58,49,58,Non applicable,Non applicable,300,Non applicable,183,Non applicable,1,2,5,1,2,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,102,2023-12-18 14:45:40.550
2023-12-18 15:06:26.747,2023-12-18 15:06:27.040,2023-12-18 15:55:39.290,2023-12-19 09:42:39.557,2023-12-19 09:59:16.320,2023-12-19 11:08:57.363,100,102,101,102,102,102,9096,3959,9096,3959,8548,4322,9096,3959,9096,3959,8548,4322,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,271,272,290,290,290,0,0,17,0,1,0,0,0,0,0,1,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,21,32,21,1,1,1,1,1,0,51,55,51,55,58,57,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,3,3,3,3,1,6,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,102,2023-12-19 11:37:24.780
2023-12-19 10:20:14.220,2023-12-19 10:20:15.367,2023-12-21 10:26:22.353,2023-12-21 10:38:07.827,2023-12-21 10:44:00.080,2023-12-21 10:45:26.933,100,102,103,102,102,102,1147,8548,10606,10606,3959,4322,1147,8548,10606,10606,3959,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,273,278,290,290,290,0,48,0,0,0,70,0,0,0,0,0,70,1,2,3,4,5,6,0,1,0,0,0,2,5,32,11,11,21,21,1,1,1,1,1,0,42,58,49,49,55,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,2,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,0,2,0,0,0,0,102,2023-12-24 09:34:44.340
2023-12-19 15:11:28.240,2023-12-19 15:11:28.483,2023-12-19 15:21:33.563,2023-12-19 15:48:24.987,2023-12-19 16:04:07.913,2023-12-19 16:08:08.250,100,102,102,101,102,102,9287,8548,4731,9287,8548,3959,9287,8548,4731,9287,8548,3959,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,271,272,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,6,32,21,6,32,21,2,1,1,2,1,1,59,58,52,59,58,55,Non applicable,Non applicable,331,Non applicable,Non applicable,Non applicable,1,2,4,2,1,9,1,1,1,1,1,0,0,1,1,1,1,4,0,0,0,0,1,1,2,0,0,0,0,102,2023-12-19 16:09:35.310
2023-12-19 15:54:54.447,2023-12-19 15:54:54.730,2023-12-19 16:07:13.687,2023-12-19 16:08:15.033,2023-12-19 16:18:45.637,2023-12-19 16:30:35.993,100,102,102,102,102,102,777,3959,3959,10606,4960,4731,777,3959,3959,10606,4960,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,11,21,21,1,1,1,1,0,1,43,55,55,49,46,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,2,4,0,9,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,0,2,0,2,0,0,0,1,102,2023-12-19 17:12:10.747
2023-12-19 18:14:19.427,2023-12-19 18:14:22.130,2023-12-19 18:21:10.787,2023-12-21 16:53:47.493,2023-12-21 17:20:37.963,2023-12-21 17:24:13.440,100,102,101,102,102,102,10998,4960,10998,8548,3959,10606,10998,4960,10998,8548,3959,10606,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,271,272,290,290,290,0,0,46,0,0,16,0,0,46,0,0,16,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,32,21,11,0,0,0,1,1,1,49,46,49,58,55,49,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,2,1,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,1,1,2,0,0,0,0,102,2023-12-22 10:01:54.153
2023-12-20 10:43:17.100,2023-12-20 10:43:17.533,2023-12-20 11:01:44.327,2023-12-20 11:09:36.520,2023-12-20 11:18:46.017,2023-12-20 11:25:53.763,100,102,102,102,102,102,8576,8548,4960,3959,3959,10606,8576,8548,4960,3959,3959,10606,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,3,0,0,0,0,0,2,1,2,3,4,5,6,0,0,0,0,0,0,4,32,21,21,21,11,12,1,0,1,1,1,55,58,46,55,55,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,3,3,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,102,2023-12-20 14:52:07.690
2023-12-22 11:43:15.847,2023-12-22 11:43:16.067,2023-12-22 11:49:16.950,2023-12-22 12:05:00.360,2023-12-22 12:39:50.980,2023-12-22 13:28:46.377,100,102,102,102,102,102,9973,4731,10606,4731,4960,4322,9973,4731,10606,4731,4960,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,45,0,0,0,0,0,44,1,2,3,4,5,6,0,0,0,0,0,0,5,21,11,21,21,21,4,1,1,1,0,0,51,52,49,52,46,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,2,4,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,0,0,1,0,1,2,0,0,1,0,102,2023-12-24 10:44:02.407
2023-12-22 16:27:00.473,2023-12-22 16:27:02.770,2023-12-22 16:29:11.430,2023-12-22 16:35:47.140,2023-12-22 16:55:24.123,2023-12-22 17:35:54.040,100,102,102,102,102,102,10630,8548,4731,3959,10606,4322,10630,8548,4731,3959,10606,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,41,0,0,0,0,0,41,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,11,21,3,1,1,1,1,0,51,58,52,55,49,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,3,3,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2023-12-24 11:04:50.877
2023-12-22 16:45:56.003,2023-12-22 16:45:58.993,2023-12-22 16:48:38.787,2023-12-22 16:52:23.347,2023-12-22 16:54:37.970,2023-12-22 17:06:59.167,100,102,101,102,101,102,11070,3959,11070,8548,11070,8548,11070,3959,11070,8548,11070,8548,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,271,272,271,272,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,32,5,32,0,1,0,1,0,1,52,55,52,58,52,58,Non applicable,183,Non applicable,183,Non applicable,Non applicable,1,1,5,1,2,7,1,1,1,1,1,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,102,2023-12-22 17:11:56.063
